accession,name,ncbi_group,group,strain,biosample,bioproject,study,source,reference,status,size,gc,replicons,wgs,scaffolds,CDS,release_date,genbank_ftp,refseq_ftp
GCA_001829045.1,Sphingomonadales bacterium GWF1_63_6,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,,SAMN04314216,PRJna288027,subsurface metagenome,subsurface,Anantharaman et al. 2016,Scaffold,3.34597,61.5,,MIAI01,304,2450,2016-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/045/GCA_001829045.1_ASM182904v1,
GCA_001922385.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,ABOJV,SAMN06040428,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Complete,4.81924,65.9451,chromosome:NZ_CP018820.1/CP018820.1; plasmid tig00000001:NZ_CP018821.1/CP018821.1,,2,4522,2016-12-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/385/GCA_001922385.1_ASM192238v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/385/GCF_001922385.1_ASM192238v1
GCA_002797435.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,JSS26,SAMN05442972,PRJna333987,DOE JGI Isolate,isolate,na,Contig,4.39869,66.1,,PGEN01,1,4078,2017-11-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/797/435/GCA_002797435.1_ASM279743v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/797/435/GCF_002797435.1_ASM279743v1
GCA_003950355.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env4_1116,SAMN06921704,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.88239,66,,QLJD01,43,4596,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/355/GCA_003950355.1_ASM395035v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/355/GCF_003950355.1_ASM395035v1
GCA_003950365.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Pt6_1016,SAMN06921701,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,5.04763,66,,QLJG01,57,4739,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/365/GCA_003950365.1_ASM395036v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/365/GCF_003950365.1_ASM395036v1
GCA_003950395.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env55_1217,SAMN08816027,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.78733,66,,QQXR01,44,4495,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/395/GCA_003950395.1_ASM395039v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/395/GCF_003950395.1_ASM395039v1
GCA_003950405.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Pt14_0612,SAMN06921712,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.78967,66,,QQXA01,51,4500,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/405/GCA_003950405.1_ASM395040v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/405/GCF_003950405.1_ASM395040v1
GCA_003950475.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env9_0217,SAMN06921733,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.9654,66,,QQWQ01,48,4660,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/475/GCA_003950475.1_ASM395047v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/475/GCF_003950475.1_ASM395047v1
GCA_003950495.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Pt12_0112,SAMN06921709,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,5.00223,65.9,,QQXD01,85,4703,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/495/GCA_003950495.1_ASM395049v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/495/GCF_003950495.1_ASM395049v1
GCA_003950655.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env2_1116,SAMN06921702,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.91678,66,,QLJF01,47,4604,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/655/GCA_003950655.1_ASM395065v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/655/GCF_003950655.1_ASM395065v1
GCA_003950665.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env3_1116,SAMN06921703,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.78577,66,,QLJE01,44,4491,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/665/GCA_003950665.1_ASM395066v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/665/GCF_003950665.1_ASM395066v1
GCA_003950695.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,KCTC 2883,SAMN08815983,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.34734,66.2,,QQWJ01,59,4033,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/695/GCA_003950695.1_ASM395069v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/695/GCF_003950695.1_ASM395069v1
GCA_003950755.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env10_0317,SAMN06921737,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.78769,66,,QQWO01,52,4499,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/755/GCA_003950755.1_ASM395075v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/755/GCF_003950755.1_ASM395075v1
GCA_003950775.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env54_1217,SAMN08816026,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.96927,65.9,,QQXS01,67,4679,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/775/GCA_003950775.1_ASM395077v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/775/GCF_003950775.1_ASM395077v1
GCA_003950815.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env5_1116,SAMN06921708,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.79382,66,,QQXE01,60,4501,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/815/GCA_003950815.1_ASM395081v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/815/GCF_003950815.1_ASM395081v1
GCA_003950835.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env1_1016,SAMN06921706,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,5.13381,66,,QQXG01,55,4841,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/835/GCA_003950835.1_ASM395083v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/835/GCF_003950835.1_ASM395083v1
GCA_003950855.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env30_0717,SAMN08816001,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.93472,65.9,,QQYR01,52,4640,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/855/GCA_003950855.1_ASM395085v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/855/GCF_003950855.1_ASM395085v1
GCA_003950875.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env29_0717,SAMN08816000,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.8918,66,,QQYS01,37,4600,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/875/GCA_003950875.1_ASM395087v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/875/GCF_003950875.1_ASM395087v1
GCA_003950895.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env26_0717,SAMN08815997,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.89195,66,,QQYV01,44,4597,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/895/GCA_003950895.1_ASM395089v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/895/GCF_003950895.1_ASM395089v1
GCA_003950915.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env23_0717,SAMN08815994,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.89809,66,,QQYY01,47,4605,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/915/GCA_003950915.1_ASM395091v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/915/GCF_003950915.1_ASM395091v1
GCA_003950925.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env48_1017,SAMN08816017,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.72657,66,,QQYB01,45,4424,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/925/GCA_003950925.1_ASM395092v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/925/GCF_003950925.1_ASM395092v1
GCA_003950955.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env41_0817,SAMN08816012,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.74948,66,,QQYG01,56,4465,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/955/GCA_003950955.1_ASM395095v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/955/GCF_003950955.1_ASM395095v1
GCA_003950975.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-CDC1_0717,SAMN08815993,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.66891,66,,QQYZ01,60,4326,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/975/GCA_003950975.1_ASM395097v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/975/GCF_003950975.1_ASM395097v1
GCA_003950995.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Pt10_0210,SAMN06921722,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.76427,66,,QQWR01,47,4478,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/995/GCA_003950995.1_ASM395099v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/995/GCF_003950995.1_ASM395099v1
GCA_003951015.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Pt8_0208,SAMN06921719,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.90417,66,,QQWT01,47,4612,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/015/GCA_003951015.1_ASM395101v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/015/GCF_003951015.1_ASM395101v1
GCA_003951035.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env57_1217,SAMN08816025,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.96724,65.9,,QQXT01,60,4681,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/035/GCA_003951035.1_ASM395103v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/035/GCF_003951035.1_ASM395103v1
GCA_003951045.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env14_0417,SAMN08815986,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.90556,66,,QQZG01,51,4607,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/045/GCA_003951045.1_ASM395104v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/045/GCF_003951045.1_ASM395104v1
GCA_003951075.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env17_0517,SAMN08815984,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.78737,66,,QQZI01,47,4498,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/075/GCA_003951075.1_ASM395107v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/075/GCF_003951075.1_ASM395107v1
GCA_003951275.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env8_1116,SAMN06921705,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,5.01997,66,,QLJC01,59,4705,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/275/GCA_003951275.1_ASM395127v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/275/GCF_003951275.1_ASM395127v1
GCA_003951355.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NY1_0417,SAMN06921736,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.82343,66,,QQWP01,54,4556,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/355/GCA_003951355.1_ASM395135v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/355/GCF_003951355.1_ASM395135v1
GCA_003951375.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env44_0817,SAMN08816015,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.78587,66,,QQYD01,46,4488,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/375/GCA_003951375.1_ASM395137v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/375/GCF_003951375.1_ASM395137v1
GCA_003951395.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env31_0717,SAMN08816002,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.90518,66,,QQYQ01,49,4606,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/395/GCA_003951395.1_ASM395139v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/395/GCF_003951395.1_ASM395139v1
GCA_003951415.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Pt4_0816,SAMN06040427,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.90433,66,,QLJI01,54,4608,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/415/GCA_003951415.1_ASM395141v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/415/GCF_003951415.1_ASM395141v1
GCA_003951425.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env12_0417,SAMN08815979,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.91069,66,,QQWN01,75,4611,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/425/GCA_003951425.1_ASM395142v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/425/GCF_003951425.1_ASM395142v1
GCA_003951455.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env35_0717,SAMN08816006,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.89132,66,,QQYM01,47,4598,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/455/GCA_003951455.1_ASM395145v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/455/GCF_003951455.1_ASM395145v1
GCA_003951475.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env15_0417,SAMN08815980,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.75003,66,,QQWM01,55,4476,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/475/GCA_003951475.1_ASM395147v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/475/GCF_003951475.1_ASM395147v1
GCA_003951505.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env53_1017,SAMN08816024,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.78923,66,,QQXU01,32,4492,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/505/GCA_003951505.1_ASM395150v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/505/GCF_003951505.1_ASM395150v1
GCA_003951525.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env42_0817,SAMN08816013,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.83046,66,,QQYF01,51,4545,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/525/GCA_003951525.1_ASM395152v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/525/GCF_003951525.1_ASM395152v1
GCA_003951665.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env20_0617,SAMN08815992,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.82986,66,,QQZA01,38,4544,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/665/GCA_003951665.1_ASM395166v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/665/GCF_003951665.1_ASM395166v1
GCA_003951685.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env46_1017,SAMN08816019,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.76792,66,,QQXZ01,48,4474,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/685/GCA_003951685.1_ASM395168v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/685/GCF_003951685.1_ASM395168v1
GCA_003951695.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env56_1217,SAMN08816028,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.76643,66,,QQXQ01,49,4477,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/695/GCA_003951695.1_ASM395169v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/695/GCF_003951695.1_ASM395169v1
GCA_003951705.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env39_0817,SAMN08816010,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.75005,66,,QQYI01,50,4449,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/705/GCA_003951705.1_ASM395170v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/705/GCF_003951705.1_ASM395170v1
GCA_003951725.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env37_0717,SAMN08816007,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.89208,66,,QQYL01,51,4590,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/725/GCA_003951725.1_ASM395172v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/725/GCF_003951725.1_ASM395172v1
GCA_003951785.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env34_0717,SAMN08816005,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.90494,66,,QQYN01,49,4606,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/785/GCA_003951785.1_ASM395178v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/785/GCF_003951785.1_ASM395178v1
GCA_003951795.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env24_0717,SAMN08815995,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.90571,66,,QQYX01,55,4601,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/795/GCA_003951795.1_ASM395179v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/795/GCF_003951795.1_ASM395179v1
GCA_003951805.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env16_0517,SAMN08815987,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.78564,66,,QQZF01,37,4497,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/805/GCA_003951805.1_ASM395180v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/805/GCF_003951805.1_ASM395180v1
GCA_003951855.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env13_0417,SAMN08815985,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.8963,66,,QQZH01,50,4598,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/855/GCA_003951855.1_ASM395185v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/855/GCF_003951855.1_ASM395185v1
GCA_003951885.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env52_1017,SAMN08816023,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.77628,66,,QQXV01,37,4480,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/885/GCA_003951885.1_ASM395188v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/885/GCF_003951885.1_ASM395188v1
GCA_003951895.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env33_0717,SAMN08816004,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.89129,66,,QQYO01,44,4602,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/895/GCA_003951895.1_ASM395189v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/895/GCF_003951895.1_ASM395189v1
GCA_003951925.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env27_0717,SAMN08815998,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.89726,66,,QQYU01,45,4600,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/925/GCA_003951925.1_ASM395192v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/925/GCF_003951925.1_ASM395192v1
GCA_003951945.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env25_0717,SAMN08815996,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.89223,66,,QQYW01,48,4599,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/945/GCA_003951945.1_ASM395194v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/945/GCF_003951945.1_ASM395194v1
GCA_003951955.1,Sphingomonas koreensis,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,SK-NIH.Env18_0517,SAMN08815988,PRJna445389,sphingomonas genome sequencing and assembly,human_associated,na,Contig,4.7865,66,,QQZE01,46,4497,2018-12-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/955/GCA_003951955.1_ASM395195v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/951/955/GCF_003951955.1_ASM395195v1
