>2582580538_2582678739,ME16806DRAFT_00697
>GCA_900167455.1_MEBCHMOG_00210,hypothetical
>GCA_900167455.1_MEBCHMOG_00211,hypothetical
>GCA_900167455.1_MEBCHMOG_00212,Alpha-ketoglutarate-dependent
>GCA_900167455.1_MEBCHMOG_00213,NAD
>GCA_900167455.1_MEBCHMOG_00214,Cyclopentanol
>GCA_900167455.1_MEBCHMOG_00215,hypothetical
>GCA_900167455.1_MEBCHMOG_01499,hypothetical
>GCA_900167455.1_MEBCHMOG_01500,hypothetical
>GCA_900167455.1_MEBCHMOG_01501,Glyoxylate/hydroxypyruvate
>GCA_900167455.1_MEBCHMOG_01502,Alpha-ketoglutarate-dependent
>GCA_900167455.1_MEBCHMOG_01503,hypothetical
>GCA_900167455.1_MEBCHMOG_01504,hypothetical
>GCA_900167455.1_MEBCHMOG_01505,HTH-type
>GCA_900167455.1_MEBCHMOG_01976,putative
>GCA_900167455.1_MEBCHMOG_01977,hypothetical
>GCA_900167455.1_MEBCHMOG_01978,hypothetical
>GCA_900167455.1_MEBCHMOG_01979,Alpha-ketoglutarate-dependent
>GCA_900167455.1_MEBCHMOG_01980,hypothetical
>GCA_900167455.1_MEBCHMOG_01981,Alkanesulfonate
>GCA_900167455.1_MEBCHMOG_01982,F420H(2)-dependent
>GCA_900167455.1_MEBCHMOG_05716,hypothetical
>GCA_900167455.1_MEBCHMOG_05717,hypothetical
>GCA_900167455.1_MEBCHMOG_05718,Mesaconyl-C(4)-CoA
>GCA_900167455.1_MEBCHMOG_05719,Alpha-ketoglutarate-dependent
>GCA_900167455.1_MEBCHMOG_05720,hypothetical
>GCA_900167455.1_MEBCHMOG_05721,hypothetical
>GCA_900167455.1_MEBCHMOG_05722,Acetyl-coenzyme
>GCA_900167455.1_MEBCHMOG_06008,Crotonyl-CoA
>GCA_900167455.1_MEBCHMOG_06009,hypothetical
>GCA_900167455.1_MEBCHMOG_06010,3-phenylpropionate-dihydrodiol/cinnamic
>GCA_900167455.1_MEBCHMOG_06011,Alpha-ketoglutarate-dependent
>GCA_900167455.1_MEBCHMOG_06012,Pyridoxal
>GCA_900167455.1_MEBCHMOG_06013,Membrane-bound
>GCA_900167455.1_MEBCHMOG_06014,Cytochrome
>GCA_900188215.1_BMOJIEMK_03009,UTP--glucose-1-phosphate
>GCA_900188215.1_BMOJIEMK_03010,hypothetical
>GCA_900188215.1_BMOJIEMK_03011,hypothetical
>GCA_900188215.1_BMOJIEMK_03012,Alpha-ketoglutarate-dependent
>GCA_900188215.1_BMOJIEMK_03013,3-oxoacyl-[acyl-carrier-protein]
>GCA_900188215.1_BMOJIEMK_03014,2-dehydro-3-deoxy-D-gluconate
>GCA_900188215.1_BMOJIEMK_03015,hypothetical
>GCA_900290335.1_HMCGONNG_01764,ATP-dependent
>GCA_900290335.1_HMCGONNG_01765,hypothetical
>GCA_900290335.1_HMCGONNG_01766,hypothetical
>GCA_900290335.1_HMCGONNG_01767,Alpha-ketoglutarate-dependent
>GCA_900290335.1_HMCGONNG_01768,Alpha-ketoglutarate-dependent
>GCA_900290335.1_HMCGONNG_01769,hypothetical
>GCA_900290335.1_HMCGONNG_01770,hypothetical
>GCA_900290335.1_HMCGONNG_01771,hypothetical
>GCA_900454575.1_PHMPHNPN_04161,hypothetical
>GCA_900454575.1_PHMPHNPN_04162,hypothetical
>GCA_900454575.1_PHMPHNPN_04163,hypothetical
>GCA_900454575.1_PHMPHNPN_04164,Alpha-ketoglutarate-dependent
>GCA_900454575.1_PHMPHNPN_04165,4-hydroxybenzoate
>GCA_900454575.1_PHMPHNPN_04166,Dihydroxy-acid
>GCA_900454575.1_PHMPHNPN_04167,PCP
>K_DeepCast_35m_m1_317_OPIJDEEL_02160,Peroxyureidoacrylate/ureidoacrylate
>K_DeepCast_35m_m1_317_OPIJDEEL_02161,hypothetical
>K_DeepCast_35m_m1_317_OPIJDEEL_02162,L-allo-threonine
>K_DeepCast_35m_m1_317_OPIJDEEL_02163,Alpha-ketoglutarate-dependent
>K_DeepCast_35m_m1_317_OPIJDEEL_02164,hypothetical
>K_DeepCast_35m_m1_317_OPIJDEEL_02165,hypothetical
>K_DeepCast_35m_m1_317_OPIJDEEL_02166,hypothetical
>K_DeepCast_35m_m2_067_IHDCAMJF_00016,High-affinity
>K_DeepCast_35m_m2_067_IHDCAMJF_00017,putative
>K_DeepCast_35m_m2_067_IHDCAMJF_00018,Acyl-CoA
>K_DeepCast_35m_m2_067_IHDCAMJF_00019,Alpha-ketoglutarate-dependent
>K_DeepCast_35m_m2_067_IHDCAMJF_00020,hypothetical
>K_DeepCast_35m_m2_067_IHDCAMJF_00021,HTH-type
>K_DeepCast_35m_m2_067_IHDCAMJF_00022,Ribosomal-protein-alanine
>K_DeepCast_35m_m2_067_IHDCAMJF_00936,2,5-diketocamphane
>K_DeepCast_35m_m2_067_IHDCAMJF_00937,2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoic
>K_DeepCast_35m_m2_067_IHDCAMJF_00938,putative
>K_DeepCast_35m_m2_067_IHDCAMJF_00939,Alpha-ketoglutarate-dependent
>K_DeepCast_35m_m2_067_IHDCAMJF_00940,3-oxoadipate
>K_DeepCast_35m_m2_067_IHDCAMJF_00941,Dihydroanticapsin
>K_DeepCast_35m_m2_067_IHDCAMJF_00942,Hydantoin
>K_DeepCast_35m_m2_067_IHDCAMJF_01173,hypothetical
>K_DeepCast_35m_m2_067_IHDCAMJF_01174,hypothetical
>K_DeepCast_35m_m2_067_IHDCAMJF_01175,hypothetical
>K_DeepCast_35m_m2_067_IHDCAMJF_01176,Alpha-ketoglutarate-dependent
>K_DeepCast_35m_m2_067_IHDCAMJF_01177,hypothetical
>K_DeepCast_35m_m2_067_IHDCAMJF_01178,D-alanine--D-alanine
>K_DeepCast_35m_m2_067_IHDCAMJF_01179,Glutathione
>K_DeepCast_35m_m2_067_IHDCAMJF_02373,hypothetical
>K_DeepCast_35m_m2_067_IHDCAMJF_02374,Pentalenolactone
>K_DeepCast_35m_m2_067_IHDCAMJF_02375,3-oxoacyl-[acyl-carrier-protein]
>K_DeepCast_35m_m2_067_IHDCAMJF_02376,Alpha-ketoglutarate-dependent
>K_DeepCast_35m_m2_067_IHDCAMJF_02377,Gentamicin
>K_DeepCast_35m_m2_067_IHDCAMJF_02378,Inorganic
>K_DeepCast_35m_m2_067_IHDCAMJF_02379,Putative
>K_DeepCast_35m_m2_067_IHDCAMJF_04457,hypothetical
>K_DeepCast_35m_m2_067_IHDCAMJF_04458,Alkanal
>K_DeepCast_35m_m2_067_IHDCAMJF_04459,Organic
>K_DeepCast_35m_m2_067_IHDCAMJF_04460,Alpha-ketoglutarate-dependent
>K_DeepCast_35m_m2_067_IHDCAMJF_04461,(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase
>K_DeepCast_35m_m2_067_IHDCAMJF_04462,hypothetical
>K_DeepCast_35m_m2_067_IHDCAMJF_04465,Elongation
>K_DeepCast_35m_m2_271_DKAFDGHK_00645,Inosine-5'-monophosphate
>K_DeepCast_35m_m2_271_DKAFDGHK_00646,Ribosomal
>K_DeepCast_35m_m2_271_DKAFDGHK_00647,Exopolyphosphatase
>K_DeepCast_35m_m2_271_DKAFDGHK_00649,Alpha-ketoglutarate-dependent
>K_DeepCast_35m_m2_271_DKAFDGHK_00650,putative
>K_DeepCast_35m_m2_271_DKAFDGHK_00651,Trehalose
>K_DeepCast_35m_m2_271_DKAFDGHK_00652,L-arabinose
>K_DeepCast_35m_m2_271_DKAFDGHK_01030,hypothetical
>K_DeepCast_35m_m2_271_DKAFDGHK_01031,hypothetical
>K_DeepCast_35m_m2_271_DKAFDGHK_01032,3-oxoacyl-[acyl-carrier-protein]
>K_DeepCast_35m_m2_271_DKAFDGHK_01033,Alpha-ketoglutarate-dependent
>K_DeepCast_35m_m2_271_DKAFDGHK_01034,hypothetical
>K_DeepCast_35m_m2_271_DKAFDGHK_01035,Sialic
>K_DeepCast_35m_m2_271_DKAFDGHK_01036,Ferredoxin-2
>K_DeepCast_35m_m2_271_DKAFDGHK_01450,hypothetical
>K_DeepCast_35m_m2_271_DKAFDGHK_01451,hypothetical
>K_DeepCast_35m_m2_271_DKAFDGHK_01452,Dihydroanticapsin
>K_DeepCast_35m_m2_271_DKAFDGHK_01453,Alpha-ketoglutarate-dependent
>K_DeepCast_35m_m2_271_DKAFDGHK_01454,hypothetical
>K_DeepCast_35m_m2_271_DKAFDGHK_01455,NAD(P)
>K_DeepCast_35m_m2_271_DKAFDGHK_01456,putative
>K_DeepCast_35m_m2_271_DKAFDGHK_03893,hypothetical
>K_DeepCast_35m_m2_271_DKAFDGHK_03894,hypothetical
>K_DeepCast_35m_m2_271_DKAFDGHK_03895,Inner
>K_DeepCast_35m_m2_271_DKAFDGHK_03896,Alpha-ketoglutarate-dependent
>K_DeepCast_35m_m2_271_DKAFDGHK_03897,hypothetical
>K_DeepCast_35m_m2_271_DKAFDGHK_03898,hypothetical
>K_DeepCast_35m_m2_271_DKAFDGHK_03899,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_01346,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_01347,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_01348,Putative
>K_Offshore_120m_m1_138_JHNFBCCA_01349,Alpha-ketoglutarate-dependent
>K_Offshore_120m_m1_138_JHNFBCCA_01350,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_01351,Acetophenone
>K_Offshore_120m_m1_138_JHNFBCCA_01352,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_02466,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_02467,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_02468,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_02469,Alpha-ketoglutarate-dependent
>K_Offshore_120m_m1_138_JHNFBCCA_02470,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_02471,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_02472,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_03634,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_03635,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_03636,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_03637,Alpha-ketoglutarate-dependent
>K_Offshore_120m_m1_138_JHNFBCCA_03638,hypothetical
>K_Offshore_120m_m1_138_JHNFBCCA_03639,Acetyl-coenzyme
>K_Offshore_120m_m1_138_JHNFBCCA_03640,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_00475,Homoserine/homoserine
>K_Offshore_120m_m2_043_PKMDOCMB_00476,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_00477,Protein
>K_Offshore_120m_m2_043_PKMDOCMB_00478,Alpha-ketoglutarate-dependent
>K_Offshore_120m_m2_043_PKMDOCMB_00479,Hydroxypyruvate
>K_Offshore_120m_m2_043_PKMDOCMB_00480,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_00481,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_00587,Soluble
>K_Offshore_120m_m2_043_PKMDOCMB_00588,Mesaconyl-C(4)-CoA
>K_Offshore_120m_m2_043_PKMDOCMB_00589,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_00590,Alpha-ketoglutarate-dependent
>K_Offshore_120m_m2_043_PKMDOCMB_00591,Cellobiose
>K_Offshore_120m_m2_043_PKMDOCMB_00592,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_00593,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_01447,NAD
>K_Offshore_120m_m2_043_PKMDOCMB_01448,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_01449,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_01450,Alpha-ketoglutarate-dependent
>K_Offshore_120m_m2_043_PKMDOCMB_01451,Extracellular
>K_Offshore_120m_m2_043_PKMDOCMB_01452,Hopanoid
>K_Offshore_120m_m2_043_PKMDOCMB_01454,Selenocysteine-specific
>K_Offshore_120m_m2_043_PKMDOCMB_01859,Ribosomal
>K_Offshore_120m_m2_043_PKMDOCMB_01860,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_01861,Stringent
>K_Offshore_120m_m2_043_PKMDOCMB_01862,Alpha-ketoglutarate-dependent
>K_Offshore_120m_m2_043_PKMDOCMB_01863,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_01864,Tropinesterase
>K_Offshore_120m_m2_043_PKMDOCMB_01865,Transcriptional
>K_Offshore_120m_m2_043_PKMDOCMB_03311,putative
>K_Offshore_120m_m2_043_PKMDOCMB_03312,Nicotinate
>K_Offshore_120m_m2_043_PKMDOCMB_03313,Nicotinate
>K_Offshore_120m_m2_043_PKMDOCMB_03314,Alpha-ketoglutarate-dependent
>K_Offshore_120m_m2_043_PKMDOCMB_03315,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_03316,Alkanal
>K_Offshore_120m_m2_043_PKMDOCMB_03317,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_04083,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_04084,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_04085,Peptide
>K_Offshore_120m_m2_043_PKMDOCMB_04086,Alpha-ketoglutarate-dependent
>K_Offshore_120m_m2_043_PKMDOCMB_04087,hypothetical
>K_Offshore_120m_m2_043_PKMDOCMB_04088,putative
>K_Offshore_120m_m2_043_PKMDOCMB_04089,putative
>K_Offshore_120m_m2_141_IKKBOPAD_01362,hypothetical
>K_Offshore_120m_m2_141_IKKBOPAD_01363,Succinyl-CoA--L-malate
>K_Offshore_120m_m2_141_IKKBOPAD_01364,Short-chain-enoyl-CoA
>K_Offshore_120m_m2_141_IKKBOPAD_01365,Alpha-ketoglutarate-dependent
>K_Offshore_120m_m2_141_IKKBOPAD_01366,Aldo-keto
>K_Offshore_120m_m2_141_IKKBOPAD_01367,hypothetical
>K_Offshore_120m_m2_141_IKKBOPAD_01368,hypothetical
>K_Offshore_120m_m2_141_IKKBOPAD_03444,hypothetical
>K_Offshore_120m_m2_141_IKKBOPAD_03445,hypothetical
>K_Offshore_120m_m2_141_IKKBOPAD_03446,hypothetical
>K_Offshore_120m_m2_141_IKKBOPAD_03447,Alpha-ketoglutarate-dependent
>K_Offshore_120m_m2_141_IKKBOPAD_03448,hypothetical
>K_Offshore_120m_m2_141_IKKBOPAD_03449,hypothetical
>K_Offshore_120m_m2_141_IKKBOPAD_03450,hypothetical
>K_Offshore_40m_m1_259_MDIFLGDA_01909,Peptidoglycan
>K_Offshore_40m_m1_259_MDIFLGDA_01910,hypothetical
>K_Offshore_40m_m1_259_MDIFLGDA_01911,hypothetical
>K_Offshore_40m_m1_259_MDIFLGDA_01912,Alpha-ketoglutarate-dependent
>K_Offshore_40m_m1_259_MDIFLGDA_01913,hypothetical
>K_Offshore_40m_m1_259_MDIFLGDA_01914,hypothetical
>K_Offshore_40m_m1_259_MDIFLGDA_01915,hypothetical
>K_Offshore_40m_m1_292_NHOHLCEN_00330,(2R)-3-sulfolactate
>K_Offshore_40m_m1_292_NHOHLCEN_00331,ATP-dependent
>K_Offshore_40m_m1_292_NHOHLCEN_00332,hypothetical
>K_Offshore_40m_m1_292_NHOHLCEN_00333,Alpha-ketoglutarate-dependent
>K_Offshore_40m_m1_292_NHOHLCEN_00334,(S)-mandelate
>K_Offshore_40m_m1_292_NHOHLCEN_00335,Bifunctional
>K_Offshore_40m_m1_292_NHOHLCEN_00336,ATP
>K_Offshore_80m_m1_178_IAPPKNJD_00649,hypothetical
>K_Offshore_80m_m1_178_IAPPKNJD_00650,hypothetical
>K_Offshore_80m_m1_178_IAPPKNJD_00651,Levodione
>K_Offshore_80m_m1_178_IAPPKNJD_00652,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m1_178_IAPPKNJD_00653,hypothetical
>K_Offshore_80m_m1_178_IAPPKNJD_00654,hypothetical
>K_Offshore_80m_m1_178_IAPPKNJD_00655,hypothetical
>K_Offshore_80m_m2_003_HCKLCKML_07134,hypothetical
>K_Offshore_80m_m2_003_HCKLCKML_07135,Glycerophosphodiester
>K_Offshore_80m_m2_003_HCKLCKML_07136,Chaperone
>K_Offshore_80m_m2_003_HCKLCKML_07137,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_003_HCKLCKML_07138,hypothetical
>K_Offshore_80m_m2_003_HCKLCKML_07139,hypothetical
>K_Offshore_80m_m2_003_HCKLCKML_07140,Oxygen
>K_Offshore_80m_m2_051_OEGJOBNB_03918,hypothetical
>K_Offshore_80m_m2_051_OEGJOBNB_03919,FMN-dependent
>K_Offshore_80m_m2_051_OEGJOBNB_03920,hypothetical
>K_Offshore_80m_m2_051_OEGJOBNB_03921,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_051_OEGJOBNB_03922,hypothetical
>K_Offshore_80m_m2_051_OEGJOBNB_03923,D-alanyl-D-alanine
>K_Offshore_80m_m2_051_OEGJOBNB_03924,hypothetical
>K_Offshore_80m_m2_081_GPLFJOEP_01224,hypothetical
>K_Offshore_80m_m2_081_GPLFJOEP_01225,hypothetical
>K_Offshore_80m_m2_081_GPLFJOEP_01226,hypothetical
>K_Offshore_80m_m2_081_GPLFJOEP_01227,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_081_GPLFJOEP_01228,hypothetical
>K_Offshore_80m_m2_081_GPLFJOEP_01229,hypothetical
>K_Offshore_80m_m2_081_GPLFJOEP_01230,hypothetical
>K_Offshore_80m_m2_081_GPLFJOEP_04196,Formamidopyrimidine-DNA
>K_Offshore_80m_m2_081_GPLFJOEP_04197,hypothetical
>K_Offshore_80m_m2_081_GPLFJOEP_04198,hypothetical
>K_Offshore_80m_m2_081_GPLFJOEP_04199,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_081_GPLFJOEP_04200,hypothetical
>K_Offshore_80m_m2_081_GPLFJOEP_04201,hypothetical
>K_Offshore_80m_m2_081_GPLFJOEP_04202,hypothetical
>K_Offshore_80m_m2_107_JHDIFNJM_01959,hypothetical
>K_Offshore_80m_m2_107_JHDIFNJM_01960,D-alanyl-D-alanine
>K_Offshore_80m_m2_107_JHDIFNJM_01961,hypothetical
>K_Offshore_80m_m2_107_JHDIFNJM_01962,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_107_JHDIFNJM_01964,hypothetical
>K_Offshore_80m_m2_107_JHDIFNJM_01965,L-methionine
>K_Offshore_80m_m2_107_JHDIFNJM_01966,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_01856,Multidrug
>K_Offshore_80m_m2_113_AHAFJLPE_01857,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_01858,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_01859,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_113_AHAFJLPE_01860,6-hydroxypseudooxynicotine
>K_Offshore_80m_m2_113_AHAFJLPE_01861,Caffeine
>K_Offshore_80m_m2_113_AHAFJLPE_01862,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_02038,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_02039,Formyl-CoA:oxalate
>K_Offshore_80m_m2_113_AHAFJLPE_02040,Acetolactate
>K_Offshore_80m_m2_113_AHAFJLPE_02041,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_113_AHAFJLPE_02042,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_02043,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_02044,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_02452,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_02453,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_02454,Peptidoglycan
>K_Offshore_80m_m2_113_AHAFJLPE_02455,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_113_AHAFJLPE_02456,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_02458,S-adenosylmethionine:tRNA
>K_Offshore_80m_m2_113_AHAFJLPE_02459,1,4-dihydroxy-2-naphthoyl-CoA
>K_Offshore_80m_m2_113_AHAFJLPE_02630,Gluconolactonase
>K_Offshore_80m_m2_113_AHAFJLPE_02631,Gluconolactonase
>K_Offshore_80m_m2_113_AHAFJLPE_02632,2,6-dihydropseudooxynicotine
>K_Offshore_80m_m2_113_AHAFJLPE_02633,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_113_AHAFJLPE_02634,REP-associated
>K_Offshore_80m_m2_113_AHAFJLPE_02635,6-phosphogluconolactonase
>K_Offshore_80m_m2_113_AHAFJLPE_02636,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_02889,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_02890,Cytochrome
>K_Offshore_80m_m2_113_AHAFJLPE_02891,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_02892,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_113_AHAFJLPE_02893,Oligopeptide
>K_Offshore_80m_m2_113_AHAFJLPE_02894,Oligopeptide
>K_Offshore_80m_m2_113_AHAFJLPE_02895,putative
>K_Offshore_80m_m2_113_AHAFJLPE_03047,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_03048,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_03049,Secretory
>K_Offshore_80m_m2_113_AHAFJLPE_03050,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_113_AHAFJLPE_03051,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_03052,Fumarate
>K_Offshore_80m_m2_113_AHAFJLPE_03053,NADH-quinone
>K_Offshore_80m_m2_113_AHAFJLPE_03980,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_03981,L-asparaginase
>K_Offshore_80m_m2_113_AHAFJLPE_03982,2-(acetamidomethylene)succinate
>K_Offshore_80m_m2_113_AHAFJLPE_03983,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_113_AHAFJLPE_03984,Succinyl-CoA:(R)-benzylsuccinate
>K_Offshore_80m_m2_113_AHAFJLPE_03985,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_03986,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_04239,Ribonuclease
>K_Offshore_80m_m2_113_AHAFJLPE_04240,Putative
>K_Offshore_80m_m2_113_AHAFJLPE_04241,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_04242,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_113_AHAFJLPE_04243,Lactate
>K_Offshore_80m_m2_113_AHAFJLPE_04244,Alcohol
>K_Offshore_80m_m2_113_AHAFJLPE_04245,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_04397,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_04398,Isoquinoline
>K_Offshore_80m_m2_113_AHAFJLPE_04399,Isoquinoline
>K_Offshore_80m_m2_113_AHAFJLPE_04400,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_113_AHAFJLPE_04401,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_113_AHAFJLPE_04402,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_04403,hypothetical
>K_Offshore_80m_m2_113_AHAFJLPE_04404,hypothetical
>K_Offshore_80m_m2_139_ELJPAELJ_00954,hypothetical
>K_Offshore_80m_m2_139_ELJPAELJ_00955,Putative
>K_Offshore_80m_m2_139_ELJPAELJ_00956,Aldo-keto
>K_Offshore_80m_m2_139_ELJPAELJ_00957,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_139_ELJPAELJ_00958,Short-chain-enoyl-CoA
>K_Offshore_80m_m2_139_ELJPAELJ_00959,Acetyl-CoA:oxalate
>K_Offshore_80m_m2_139_ELJPAELJ_00960,3-oxoadipate
>K_Offshore_80m_m2_139_ELJPAELJ_02791,hypothetical
>K_Offshore_80m_m2_139_ELJPAELJ_02792,Membrane-bound
>K_Offshore_80m_m2_139_ELJPAELJ_02793,1,4-dihydroxy-2-naphthoyl-CoA
>K_Offshore_80m_m2_139_ELJPAELJ_02794,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_139_ELJPAELJ_02795,Aldo-keto
>K_Offshore_80m_m2_139_ELJPAELJ_02796,hypothetical
>K_Offshore_80m_m2_139_ELJPAELJ_02797,hypothetical
>K_Offshore_80m_m2_186_DPGOPMAL_00592,Exodeoxyribonuclease
>K_Offshore_80m_m2_186_DPGOPMAL_00593,hypothetical
>K_Offshore_80m_m2_186_DPGOPMAL_00594,Murein
>K_Offshore_80m_m2_186_DPGOPMAL_00595,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_186_DPGOPMAL_00596,hypothetical
>K_Offshore_80m_m2_186_DPGOPMAL_00597,Lipid
>K_Offshore_80m_m2_186_DPGOPMAL_00598,Tetraacyldisaccharide
>K_Offshore_80m_m2_191_BGBHMFEM_01315,Deoxyguanosinetriphosphate
>K_Offshore_80m_m2_191_BGBHMFEM_01316,Arginine--tRNA
>K_Offshore_80m_m2_191_BGBHMFEM_01317,5-(hydroxymethyl)furfural
>K_Offshore_80m_m2_191_BGBHMFEM_01318,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_191_BGBHMFEM_01319,putative
>K_Offshore_80m_m2_191_BGBHMFEM_01320,Putative
>K_Offshore_80m_m2_191_BGBHMFEM_01321,hypothetical
>K_Offshore_80m_m2_191_BGBHMFEM_02541,putative
>K_Offshore_80m_m2_191_BGBHMFEM_02542,Enoyl-CoA-hydratase
>K_Offshore_80m_m2_191_BGBHMFEM_02543,Putative
>K_Offshore_80m_m2_191_BGBHMFEM_02544,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_191_BGBHMFEM_02545,putative
>K_Offshore_80m_m2_191_BGBHMFEM_02546,50S
>K_Offshore_80m_m2_191_BGBHMFEM_02547,30S
>K_Offshore_80m_m2_194_HPBPGHLA_00798,hypothetical
>K_Offshore_80m_m2_194_HPBPGHLA_00799,hypothetical
>K_Offshore_80m_m2_194_HPBPGHLA_00800,ABC
>K_Offshore_80m_m2_194_HPBPGHLA_00801,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_194_HPBPGHLA_00802,Limonene
>K_Offshore_80m_m2_194_HPBPGHLA_00803,Flavin-dependent
>K_Offshore_80m_m2_194_HPBPGHLA_00804,1,2-phenylacetyl-CoA
>K_Offshore_80m_m2_194_HPBPGHLA_02825,N-acyl
>K_Offshore_80m_m2_194_HPBPGHLA_02826,2-hydroxy-3-oxopropionate
>K_Offshore_80m_m2_194_HPBPGHLA_02827,hypothetical
>K_Offshore_80m_m2_194_HPBPGHLA_02828,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_194_HPBPGHLA_02829,hypothetical
>K_Offshore_80m_m2_194_HPBPGHLA_02830,Serine/threonine-protein
>K_Offshore_80m_m2_194_HPBPGHLA_02831,Error-prone
>K_Offshore_80m_m2_228_EJPANOHP_01237,Biotinylated
>K_Offshore_80m_m2_228_EJPANOHP_01238,Sulfur
>K_Offshore_80m_m2_228_EJPANOHP_01239,Cold
>K_Offshore_80m_m2_228_EJPANOHP_01240,Alpha-ketoglutarate-dependent
>K_Offshore_80m_m2_228_EJPANOHP_01241,hypothetical
>K_Offshore_80m_m2_228_EJPANOHP_01242,hypothetical
>K_Offshore_80m_m2_228_EJPANOHP_01243,Putative
>K_Offshore_80m_m2_228_EJPANOHP_01358,hypothetical
>K_Offshore_80m_m2_228_EJPANOHP_01359,hypothetical
>K_Offshore_80m_m2_228_EJPANOHP_01360,hypothetical
>K_Offshore_80m_m2_228_EJPANOHP_01361,Alpha-ketoglutarate-dependent
